movieId,title,avg_rating,review,token_count_raw,clean_review,token_count_clean
457,"Fugitive, The (1993)",3.992105263157895,"Clever, exciting, and well-acted. One of the best thrillers of the 90s.",12,clever exciting acted best thrillers,5
457,"Fugitive, The (1993)",3.992105263157895,Fun but fairly forgettable. Good for a rainy night but nothing more.,12,fun fairly forgettable good rainy night,6
457,"Fugitive, The (1993)",3.992105263157895,The waterfall jump scene is one of cinema's great moments of pure release.,13,waterfall jump scene cinema great moments pure release,8
457,"Fugitive, The (1993)",3.992105263157895,"Jones steals every scene from Ford, which is quite the achievement.",11,jones steals scene ford achievement,5
592,Batman (1989),3.4285714285714284,Tim Burton created something genuinely strange and wonderful. Nicholson is insane.,11,tim burton created genuinely strange wonderful nicholson insane,8
592,Batman (1989),3.4285714285714284,"A dark, expressionistic take on Batman that still holds up. Gotham City is incredible.",14,dark expressionistic take batman holds gotham city incredible,8
592,Batman (1989),3.4285714285714284,Keaton was a perfect Batman. Still better than most of what came after.,13,keaton perfect batman better came,5
592,Batman (1989),3.4285714285714284,"More of a Joker movie than a Batman movie, but that's fine given how good Nicholson is.",17,joker batman fine given good nicholson,6
592,Batman (1989),3.4285714285714284,The art direction is extraordinary. Danny Elfman's score is iconic.,10,art direction extraordinary danny elfman score iconic,7
592,Batman (1989),3.4285714285714284,"Campy and a bit dated, but there's a genuine auteurist vision here.",12,campy dated genuine auteurist vision,5
592,Batman (1989),3.4285714285714284,Doesn't hold up well. The storytelling is muddled and the pacing is off.,13,hold storytelling muddled pacing,4
592,Batman (1989),3.4285714285714284,A landmark in superhero cinema. Established that comic book movies could be art.,13,landmark superhero cinema established comic book movies art,8
2028,Saving Private Ryan (1998),4.1462765957446805,The Omaha Beach sequence is the most intense 30 minutes ever put on film.,14,omaha beach sequence intense minutes ever put,7
2028,Saving Private Ryan (1998),4.1462765957446805,"Spielberg created the definitive war movie. Raw, honest, and devastating.",10,spielberg created definitive war raw honest devastating,7
2028,Saving Private Ryan (1998),4.1462765957446805,The opening is extraordinary but the rest of the film doesn't quite match it.,14,opening extraordinary rest match,4
2028,Saving Private Ryan (1998),4.1462765957446805,Tom Hanks gives one of his finest performances. The ensemble is extraordinary.,12,tom hanks gives finest performances ensemble extraordinary,7
2028,Saving Private Ryan (1998),4.1462765957446805,"Brutal, honest, and genuinely antiwar despite the heroics. A masterpiece.",10,brutal honest genuinely antiwar despite heroics masterpiece,7
2028,Saving Private Ryan (1998),4.1462765957446805,The color-desaturated cinematography creates an almost documentary feel. Haunting.,9,color desaturated cinematography creates almost documentary haunting,7
2028,Saving Private Ryan (1998),4.1462765957446805,The veterans I watched this with wept. That's all the review you need.,13,veterans wept review need,4
2028,Saving Private Ryan (1998),4.1462765957446805,One of the most morally serious war films ever made.,10,morally serious war films ever,5
5952,"Lord of the Rings: The Two Towers, The (2002)",4.0212765957446805,Helm's Deep is the greatest battle sequence ever filmed. Mind-blowing.,10,helm deep greatest battle sequence ever filmed mind blowing,9
5952,"Lord of the Rings: The Two Towers, The (2002)",4.0212765957446805,Gollum is a CGI miracle. Still the most compelling motion capture character ever.,13,gollum cgi miracle compelling motion capture character ever,8
5952,"Lord of the Rings: The Two Towers, The (2002)",4.0212765957446805,The middle chapter problem — it feels bridging. But a magnificent bridge.,12,middle chapter problem feels bridging magnificent bridge,7
5952,"Lord of the Rings: The Two Towers, The (2002)",4.0212765957446805,Even longer than the first and somehow even more immersive.,10,longer somehow immersive,3
5952,"Lord of the Rings: The Two Towers, The (2002)",4.0212765957446805,Treebeard and the Ents are my favorite part. Unexpectedly moving.,10,treebeard ents favorite part unexpectedly moving,6
5952,"Lord of the Rings: The Two Towers, The (2002)",4.0212765957446805,The Gollum/Smeagol dialogue scenes are extraordinary pieces of performance and writing.,11,gollum smeagol dialogue scenes extraordinary pieces performance writing,8
5952,"Lord of the Rings: The Two Towers, The (2002)",4.0212765957446805,Sets up the finale brilliantly. The scale is unprecedented.,9,sets finale brilliantly scale unprecedented,5
5952,"Lord of the Rings: The Two Towers, The (2002)",4.0212765957446805,A marvel of practical and digital filmmaking. Jackson was at the height of his powers.,15,marvel practical digital filmmaking jackson height powers,7
7153,"Lord of the Rings: The Return of the King, The (2003)",4.118918918918919,A monumental conclusion. The Battle of Pelennor Fields is breathtaking.,10,monumental conclusion battle pelennor fields breathtaking,6
7153,"Lord of the Rings: The Return of the King, The (2003)",4.118918918918919,The multiple endings are indulgent but I didn't want it to be over either.,14,multiple endings indulgent want either,5
7153,"Lord of the Rings: The Return of the King, The (2003)",4.118918918918919,An Oscar-winning finale that delivers on every promise of the trilogy.,11,oscar winning finale delivers promise trilogy,6
7153,"Lord of the Rings: The Return of the King, The (2003)",4.118918918918919,"Emotionally overwhelming. 'I can't carry it for you, but I can carry you' destroyed me.",15,emotionally overwhelming carry carry destroyed,5
7153,"Lord of the Rings: The Return of the King, The (2003)",4.118918918918919,The battle sequences are unmatched in cinema. Pure spectacle in service of story.,13,battle sequences unmatched cinema pure spectacle service story,8
7153,"Lord of the Rings: The Return of the King, The (2003)",4.118918918918919,Beautiful but the hobbit farewell scenes go on forever. Minor complaint for a masterwork.,14,beautiful hobbit farewell scenes forever minor complaint masterwork,8
7153,"Lord of the Rings: The Return of the King, The (2003)",4.118918918918919,A perfect ending to the greatest film trilogy ever made.,10,perfect ending greatest trilogy ever,5
7153,"Lord of the Rings: The Return of the King, The (2003)",4.118918918918919,The Grey Havens farewell is one of cinema's most beautiful and heartbreaking moments.,13,grey havens farewell cinema beautiful heartbreaking moments,7
588,Aladdin (1992),3.792349726775957,Robin Williams as the Genie is one of the greatest voice performances ever recorded.,14,robin williams genie greatest voice performances ever recorded,8
588,Aladdin (1992),3.792349726775957,A classic Disney film. The songs are incredible and the story is charming.,13,classic disney songs incredible story charming,6
588,Aladdin (1992),3.792349726775957,"Bright, fun, and constantly inventive. Williams improvised most of his best moments.",12,bright fun constantly inventive williams improvised best moments,8
588,Aladdin (1992),3.792349726775957,The animation is gorgeous. A high point for Disney's second golden age.,12,animation gorgeous high point disney second golden age,8
588,Aladdin (1992),3.792349726775957,Enjoyable but fairly thin on story. Williams carries everything on his back.,12,enjoyable fairly thin story williams carries,6
588,Aladdin (1992),3.792349726775957,A whole new world is one of the greatest Disney songs. The film lives up to it.,17,whole new world greatest disney songs lives,7
588,Aladdin (1992),3.792349726775957,Fun and fast-moving. The villain Jafar is wonderfully theatrical.,9,fun fast moving villain jafar wonderfully theatrical,7
588,Aladdin (1992),3.792349726775957,Nostalgic perfection. This film defined my childhood.,7,nostalgic perfection defined childhood,4
608,Fargo (1996),4.116022099447513,The Coens at their most perfectly balanced between dark comedy and genuine horror.,13,coens perfectly balanced dark comedy genuine horror,7
608,Fargo (1996),4.116022099447513,Frances McDormand's Marge Gunderson is one of cinema's greatest characters.,10,frances mcdormand marge gunderson cinema greatest characters,7
608,Fargo (1996),4.116022099447513,A masterpiece of tone. Somehow funny and genuinely disturbing at the same time.,13,masterpiece tone somehow funny genuinely disturbing,6
608,Fargo (1996),4.116022099447513,The Minnesota accents are almost a character in themselves. Brilliantly observed.,11,minnesota accents almost character brilliantly observed,6
608,Fargo (1996),4.116022099447513,The wood chipper scene is one of cinema's most shocking moments. Nothing prepares you for it.,16,wood chipper scene cinema shocking moments prepares,7
608,Fargo (1996),4.116022099447513,Deliberately paced and incredibly assured. The Coens know exactly what they're doing.,12,deliberately paced incredibly assured coens exactly,6
608,Fargo (1996),4.116022099447513,Quirky but not in an annoying way. A film that earns every laugh.,13,quirky annoying earns laugh,4
608,Fargo (1996),4.116022099447513,McDormand deserved every award she received. A towering performance.,9,mcdormand deserved award received towering performance,6
2762,"Sixth Sense, The (1999)",3.893854748603352,The twist is extraordinary. On re-watch you realize every clue was there all along.,14,twist extraordinary realize clue along,5
2762,"Sixth Sense, The (1999)",3.893854748603352,Haley Joel Osment gives one of the greatest child performances ever recorded.,12,haley joel osment gives greatest child performances ever recorded,9
2762,"Sixth Sense, The (1999)",3.893854748603352,Bruce Willis is unusually understated and it works perfectly.,9,bruce willis unusually understated works perfectly,6
2762,"Sixth Sense, The (1999)",3.893854748603352,"The twist only works once. After that, the movie is fairly thin.",12,twist works fairly thin,4
2762,"Sixth Sense, The (1999)",3.893854748603352,Slow-burn psychological horror done masterfully. M. Night was genuinely special here.,11,slow burn psychological horror done masterfully night genuinely special,9
2762,"Sixth Sense, The (1999)",3.893854748603352,The relationship between the child and Willis is beautifully developed.,10,relationship child willis beautifully developed,5
2762,"Sixth Sense, The (1999)",3.893854748603352,A genuinely moving film beneath the horror elements. The ending is devastating.,12,genuinely moving beneath horror elements ending devastating,7
2762,"Sixth Sense, The (1999)",3.893854748603352,The craft here is extraordinary. The color red motif rewards multiple viewings.,12,craft extraordinary color red motif rewards multiple viewings,8
